"focal","water","post_num","igr"
"ACAM",1,3428,0.409227126271319
"ACAM",1,2178,0.0330446757632218
"ACAM",1,3887,1.01075556781019
"ACAM",1,3137,0.243652725444282
"ACAM",1,1836,1.66558783426338
"ACAM",1,359,-0.137506787020652
"ACAM",1,2153,0.47224642214193
"ACAM",1,1148,-0.181078131295976
"ACAM",1,2042,-0.0665877325818334
"ACAM",1,1101,0.106237513648463
"ACAM",1,1242,-0.225751486321181
"ACAM",1,3682,-0.535622024034836
"BRHO",0.6,1422,5.6916608190788
"BRHO",0.6,1017,5.57457682550355
"BRHO",0.6,3908,5.36416208298572
"BRHO",0.6,679,5.51946385837936
"BRHO",0.6,2177,5.41958023836805
"BRHO",0.6,930,5.40862309344118
"BRHO",0.6,1533,5.82150660414996
"BRHO",0.6,471,5.69295013258389
"BRHO",0.6,2347,5.69930346561469
"BRHO",0.6,270,5.67060497042644
"BRHO",0.6,1211,5.76120619683065
"BRHO",0.6,3379,4.99416097616548
"BRHO",0.6,597,5.8624149146118
"BRHO",0.6,1301,5.44330619430923
"BRHO",0.6,3946,6.00421253397598
"BRHO",0.6,1974,5.64467334235558
"BRHO",0.6,3566,5.42062708920012
"BRHO",0.6,330,5.41687339363121
"BRHO",0.6,1799,5.45502920144323
"BRHO",0.6,3913,5.29668698304554
"BRHO",0.6,1615,5.56650542343302
"BRHO",0.6,1749,5.65819858578027
"BRHO",0.6,37,5.81448431320737
"BRHO",0.6,1129,5.78938843640158
"BRHO",0.6,729,5.52917370133471
"BRHO",0.6,878,5.56651039665796
"BRHO",0.6,485,5.63365570391059
"BRHO",0.6,3749,5.92938820768356
"BRHO",0.6,1826,5.78963186022242
"BRHO",0.6,2922,5.60621493872644
"BRHO",0.6,2430,5.47870494773939
"BRHO",0.6,3673,5.58987265158366
"BRHO",0.6,975,5.6594493392701
"BRHO",0.6,2849,5.15627764469812
"BRHO",0.6,2900,5.67548409818771
"BRHO",0.6,2979,5.51052089674018
"BRHO",0.6,2374,5.37811965075003
"BRHO",0.6,2378,5.68335536850239
"BRHO",0.6,554,5.28355623113941
"BRHO",0.6,1446,5.64989728100787
"BRHO",0.6,2159,5.929216992768
"BRHO",0.6,3476,5.45371062881995
"BRHO",0.6,1948,5.65289170375317
"BRHO",0.6,2580,5.71569555400865
"BRHO",0.6,1530,5.70160515075701
"BRHO",0.6,2604,5.64414645569539
"BRHO",0.6,2937,6.21476116445003
"BRHO",0.6,343,5.72352518486885
"BRHO",0.6,2630,5.74115413758153
"BRHO",0.6,3193,5.99608236433585
"BRHO",0.6,40,5.36949063294206
"BRHO",0.6,3756,5.72516161176647
"BRHO",0.6,537,5.43113648985051
"BRHO",0.6,2423,5.75315773858236
"BRHO",0.6,248,5.59497572539025
"BRHO",0.6,1222,5.58845950136056
"BRHO",0.6,2426,5.47252394238376
"BRHO",0.6,2087,5.47949430336611
"BRHO",0.6,2483,5.98149019486395
"BRHO",0.6,2858,5.79055868106991
"BRHO",0.6,1414,5.76141732396641
"BRHO",0.6,1304,5.5449560275723
"BRHO",0.6,1696,5.33752190146946
"BRHO",0.6,526,5.55793462150649
"BRHO",0.6,2690,5.62007239092032
"BRHO",0.6,1069,5.60929242930938
"BRHO",0.6,1426,5.52933588340446
"BRHO",0.6,22,5.70770098262598
"BRHO",0.6,1742,5.4594964442505
"BRHO",0.6,1766,5.54217275147253
"BRHO",0.6,2241,5.48539309037072
"BRHO",0.6,1395,5.75044183237033
"BRHO",0.6,2547,5.43964304926768
"BRHO",0.6,1128,5.19720632596862
"BRHO",0.6,3398,5.29188562312619
"BRHO",0.6,983,5.51865821081791
"BRHO",0.6,1791,5.60766256606234
"BRHO",0.6,1516,5.57960878188172
"BRHO",0.6,3910,5.42698172575441
"BRHO",0.6,1640,5.48793514018139
"BRHO",0.6,1639,5.28309473139164
"BRHO",0.6,843,5.71637317122886
"BRHO",0.6,465,5.68307613985266
"BRHO",0.6,996,5.52040858924827
"BRHO",0.6,1549,5.52310171598399
"BRHO",0.6,3880,5.71927703624411
"BRHO",0.6,3801,5.67331001590064
"BRHO",0.6,1200,5.76076973344964
"BRHO",0.6,3417,5.41265964725172
"BRHO",0.6,3863,5.56061714036841
"BRHO",0.6,1134,5.66184804351183
"BRHO",0.6,84,5.84925739516375
"BRHO",0.6,1895,5.56131316883043
"BRHO",0.6,3101,5.51536175929396
"BRHO",0.6,1165,5.57276304904129
"BRHO",0.6,2300,5.39872723061152
"BRHO",0.6,2781,5.31056693953483
"BRHO",0.6,3958,5.6856266944536
"BRHO",0.6,2668,5.59673422921537
"BRHO",0.6,1328,5.73074069135873
"BRHO",0.6,3617,5.65971238283693
"BRHO",0.6,557,5.4073100329786
"BRHO",0.6,1685,5.79380058935396
"BRHO",0.6,287,5.73188183729254
"BRHO",0.6,2662,5.59713283812318
"BRHO",0.6,3217,5.46298638063903
"BRHO",0.6,2377,5.79356965276081
"BRHO",0.6,2535,5.49416028438711
"BRHO",0.6,2903,5.39560118840696
"BRHO",0.6,2899,5.07012968987952
"BRHO",0.6,3702,5.46033611292514
"BRHO",0.6,1522,5.42909825583548
"BRHO",0.6,858,5.4606220326322
"BRHO",0.6,1840,5.42084898534186
"BRHO",0.6,2667,5.41987850307749
"BRHO",0.6,576,5.49416132283075
"BRHO",0.6,990,6.12823958640205
"BRHO",0.6,3562,5.55425542610224
"BRHO",0.6,3808,5.07664590536171
"BRHO",0.6,3071,5.55703072863976
"BRHO",0.6,3175,5.92294748490634
"BRHO",0.6,316,5.81342084542874
"BRHO",0.6,1075,5.79900241556466
"BRHO",0.6,733,5.59110180232632
"BRHO",0.6,1314,5.62962821439098
"BRHO",0.6,2698,5.67588881608881
"BRHO",0.6,3996,5.27705532312395
"BRHO",0.6,811,5.54011834281007
"BRHO",0.6,955,5.43974088854365
"BRHO",0.6,2330,5.55257862070702
"BRHO",0.6,1167,5.85445272179623
"BRHO",0.6,3514,5.43282983915977
"BRHO",0.6,2333,5.22929925018557
"BRHO",0.6,1706,5.43458325769278
"BRHO",0.6,3120,5.52419614575264
"BRHO",0.6,501,5.0170958686171
"BRHO",0.6,3788,5.4556010760535
"BRHO",0.6,2559,5.21537976221645
"BRHO",0.6,3367,5.63866613920345
"BRHO",0.6,536,5.72497051045018
"BRHO",0.6,2741,5.37221084177855
"BRHO",0.6,988,5.85151062433143
"BRHO",0.6,3286,5.32579910663135
"BRHO",0.6,2785,5.2623167422321
"BRHO",0.6,3411,5.35742657567559
"BRHO",0.6,3418,5.30139219416509
"BRHO",0.6,3747,5.61686121699735
"BRHO",0.6,1067,5.70182592953066
"BRHO",0.6,1025,5.9155948479705
"BRHO",0.6,29,5.61881706757961
"BRHO",0.6,3662,5.71442762142655
"BRHO",0.6,1942,5.5998832415603
"BRHO",0.6,838,5.38757186232142
"BRHO",0.6,1820,5.93927358239474
"BRHO",0.6,1652,6.10081640921089
"BRHO",0.6,2281,5.46960520257856
"BRHO",0.6,1317,5.56754297297297
"BRHO",0.6,573,5.37707323735744
"BRHO",0.6,1966,5.61468520648175
"BRHO",0.6,369,5.77471118626316
"BRHO",0.6,2499,5.26233299393979
"BRHO",0.6,86,5.46218382774941
"BRHO",0.6,1507,5.57853495272247
"BRHO",0.6,2375,5.71695236054191
"BRHO",0.6,1646,5.54372723030355
"BRHO",0.6,355,5.34551877648453
"BRHO",0.6,1843,5.3674086963792
"BRHO",0.6,2860,5.34585218616862
"BRHO",0.6,1073,5.56614852244522
"BRHO",0.6,361,5.54168344195265
"BRHO",0.6,1340,5.21869651493694
"BRHO",0.6,1266,5.5974872593941
"BRHO",0.6,3512,5.4568442048141
"BRHO",0.6,2806,5.55420510050984
"BRHO",0.6,1841,5.95182497847903
"BRHO",0.6,2866,5.89804288084909
"BRHO",0.6,247,5.80080803135979
"BRHO",0.6,751,5.73744221397415
"BRHO",0.6,219,5.62505155846936
"BRHO",0.6,135,5.52752091464794
"BRHO",0.6,111,5.67580869712722
"BRHO",0.6,532,5.29053209612946
"BRHO",0.6,2425,5.52860721816467
"BRHO",0.6,408,6.12530305287468
"BRHO",0.6,3123,5.90944462217051
"BRHO",0.6,1589,5.59850696220525
"BRHO",0.6,912,5.41111083493607
"BRHO",0.6,2515,5.50086558023991
"BRHO",0.6,3428,5.62030209748866
"BRHO",0.6,2178,5.45382035482361
"BRHO",0.6,3887,5.30476501343632
"BRHO",0.6,3137,5.28529835511411
"BRHO",0.6,1836,5.56729580904164
"BRHO",0.6,359,5.34409462963428
"BRHO",0.6,2153,5.3909879865912
"BRHO",0.6,1148,5.46967523627739
"BRHO",0.6,2042,5.48278298415866
"BRHO",0.6,1101,5.43559984553092
"BRHO",0.6,1242,5.94143938572852
"BRHO",0.6,3682,5.78884027923966
"BRHO",0.75,1422,6.47546171053009
"BRHO",0.75,1017,6.53313300524143
"BRHO",0.75,3908,6.37067793936145
"BRHO",0.75,679,6.75189440107596
"BRHO",0.75,2177,6.23570893429411
"BRHO",0.75,930,6.68732385162545
"BRHO",0.75,1533,6.2176127782039
"BRHO",0.75,471,6.75601424694173
"BRHO",0.75,2347,6.64565876739061
"BRHO",0.75,270,6.12205526054021
"BRHO",0.75,1211,6.28237732465384
"BRHO",0.75,3379,6.63393886936951
"BRHO",0.75,597,6.7051171540423
"BRHO",0.75,1301,6.23384899755878
"BRHO",0.75,3946,6.53851796461384
"BRHO",0.75,1974,5.97005489869342
"BRHO",0.75,3566,6.60963342956886
"BRHO",0.75,330,6.23736125669321
"BRHO",0.75,1799,6.0326996165511
"BRHO",0.75,3913,6.32862075534876
"BRHO",0.75,1615,6.22639504260209
"BRHO",0.75,1749,6.31995645636318
"BRHO",0.75,37,6.52904242762995
"BRHO",0.75,1129,6.01170416327479
"BRHO",0.75,729,6.81242240108557
"BRHO",0.75,878,6.09234176031085
"BRHO",0.75,485,5.95120256760095
"BRHO",0.75,3749,6.06156958007212
"BRHO",0.75,1826,6.57727566933383
"BRHO",0.75,2922,6.38453433012489
"BRHO",0.75,2430,6.35928452277736
"BRHO",0.75,3673,6.25066617423902
"BRHO",0.75,975,6.39084154687606
"BRHO",0.75,2849,6.59067255781829
"BRHO",0.75,2900,6.36801976101232
"BRHO",0.75,2979,6.30376707089098
"BRHO",0.75,2374,6.33363744989843
"BRHO",0.75,2378,6.71020984022743
"BRHO",0.75,554,6.40179503140017
"BRHO",0.75,1446,6.42719534457078
"BRHO",0.75,2159,6.63559929920159
"BRHO",0.75,3476,6.27317622550387
"BRHO",0.75,1948,6.38327841437573
"BRHO",0.75,2580,6.12814172006753
"BRHO",0.75,1530,6.06414855532079
"BRHO",0.75,2604,5.89072238519338
"BRHO",0.75,2937,6.42709945577343
"BRHO",0.75,343,6.17317321238391
"BRHO",0.75,2630,6.15971031414274
"BRHO",0.75,3193,6.25481723560854
"BRHO",0.75,40,6.4447729059895
"BRHO",0.75,3756,6.45821466880318
"BRHO",0.75,537,6.78958754152295
"BRHO",0.75,2423,6.76050314884807
"BRHO",0.75,248,5.94295119253339
"BRHO",0.75,1222,6.35008658425183
"BRHO",0.75,2426,6.46324679371305
"BRHO",0.75,2087,6.3205978445083
"BRHO",0.75,2483,6.57522230733056
"BRHO",0.75,2858,6.33468006081844
"BRHO",0.75,1414,7.01467728976623
"BRHO",0.75,1304,6.56418578323931
"BRHO",0.75,1696,6.40089724564386
"BRHO",0.75,526,6.45812405085083
"BRHO",0.75,2690,6.09316790643023
"BRHO",0.75,1069,6.42798445839902
"BRHO",0.75,1426,6.28178082090804
"BRHO",0.75,22,6.41370229806429
"BRHO",0.75,1742,6.12817211968738
"BRHO",0.75,1766,6.46126766683768
"BRHO",0.75,2241,6.21964926868181
"BRHO",0.75,1395,6.4117530915529
"BRHO",0.75,2547,6.20349797566752
"BRHO",0.75,1128,5.82619981846419
"BRHO",0.75,3398,6.50063381421771
"BRHO",0.75,983,6.33392914885953
"BRHO",0.75,1791,6.48697167607107
"BRHO",0.75,1516,6.12076793651833
"BRHO",0.75,3910,6.57367640296593
"BRHO",0.75,1640,6.16865467556127
"BRHO",0.75,1639,6.34339719711273
"BRHO",0.75,843,5.97125637693802
"BRHO",0.75,465,6.55372432107268
"BRHO",0.75,996,6.82259408214003
"BRHO",0.75,1549,6.33545398178944
"BRHO",0.75,3880,6.39616017034528
"BRHO",0.75,3801,6.67615584848096
"BRHO",0.75,1200,6.35420601664233
"BRHO",0.75,3417,6.25075085198897
"BRHO",0.75,3863,6.34043600559428
"BRHO",0.75,1134,6.26613481925782
"BRHO",0.75,84,6.61549078346843
"BRHO",0.75,1895,5.99543743655329
"BRHO",0.75,3101,6.10427848006582
"BRHO",0.75,1165,6.21114165920352
"BRHO",0.75,2300,6.79356075429979
"BRHO",0.75,2781,6.57151159181767
"BRHO",0.75,3958,6.59312914794786
"BRHO",0.75,2668,6.1553683302397
"BRHO",0.75,1328,6.62937124295002
"BRHO",0.75,3617,6.19616631336442
"BRHO",0.75,557,6.25677476215639
"BRHO",0.75,1685,6.34845674061878
"BRHO",0.75,287,6.35467844279786
"BRHO",0.75,2662,6.3567418550313
"BRHO",0.75,3217,6.24158066583652
"BRHO",0.75,2377,5.78895150776605
"BRHO",0.75,2535,6.36251249893921
"BRHO",0.75,2903,6.35858478280553
"BRHO",0.75,2899,6.18014417779032
"BRHO",0.75,3702,6.23427973816194
"BRHO",0.75,1522,6.4491003434767
"BRHO",0.75,858,6.0652089058204
"BRHO",0.75,1840,6.6760592967232
"BRHO",0.75,2667,6.69065408556213
"BRHO",0.75,576,6.16857927873086
"BRHO",0.75,990,6.21115180395214
"BRHO",0.75,3562,6.41610660512271
"BRHO",0.75,3808,6.34291582535002
"BRHO",0.75,3071,6.96267638813512
"BRHO",0.75,3175,6.51218739308753
"BRHO",0.75,316,7.23920270414126
"BRHO",0.75,1075,6.67271490749192
"BRHO",0.75,733,6.38933320719397
"BRHO",0.75,1314,6.33225033370699
"BRHO",0.75,2698,6.05667603498529
"BRHO",0.75,3996,6.06892068250648
"BRHO",0.75,811,6.26004441416477
"BRHO",0.75,955,6.754918879973
"BRHO",0.75,2330,6.3736613804626
"BRHO",0.75,1167,6.47932453194145
"BRHO",0.75,3514,6.7067981178784
"BRHO",0.75,2333,6.29307557736234
"BRHO",0.75,1706,6.41567896892217
"BRHO",0.75,3120,6.16032322835595
"BRHO",0.75,501,6.28918443359056
"BRHO",0.75,3788,6.32106782978857
"BRHO",0.75,2559,6.41526318077316
"BRHO",0.75,3367,6.3413300483647
"BRHO",0.75,536,6.1170002859949
"BRHO",0.75,2741,6.58555959866444
"BRHO",0.75,988,6.71671160138641
"BRHO",0.75,3286,6.34353858439355
"BRHO",0.75,2785,6.73577554636009
"BRHO",0.75,3411,5.91129945860154
"BRHO",0.75,3418,6.06737152145629
"BRHO",0.75,3747,6.13968485669835
"BRHO",0.75,1067,6.56186847651908
"BRHO",0.75,1025,7.03288910202252
"BRHO",0.75,29,6.30671746151874
"BRHO",0.75,3662,6.86790596775238
"BRHO",0.75,1942,5.98768730386595
"BRHO",0.75,838,6.24728699983797
"BRHO",0.75,1820,6.09041599631793
"BRHO",0.75,1652,6.14667317348857
"BRHO",0.75,2281,6.4310719446022
"BRHO",0.75,1317,6.26218197461422
"BRHO",0.75,573,6.77893917006308
"BRHO",0.75,1966,6.13279300754375
"BRHO",0.75,369,6.82657495211707
"BRHO",0.75,2499,6.3236780393049
"BRHO",0.75,86,6.54849193900181
"BRHO",0.75,1507,6.1755022980526
"BRHO",0.75,2375,6.33341659616584
"BRHO",0.75,1646,5.89432781991838
"BRHO",0.75,355,6.42193168059329
"BRHO",0.75,1843,6.90035724336619
"BRHO",0.75,2860,6.35063980301266
"BRHO",0.75,1073,6.1530062615835
"BRHO",0.75,361,6.69229372188698
"BRHO",0.75,1340,6.00065694359143
"BRHO",0.75,1266,6.82605363703813
"BRHO",0.75,3512,6.45638238752943
"BRHO",0.75,2806,6.50200196550811
"BRHO",0.75,1841,5.90442987968823
"BRHO",0.75,2866,6.57728488514713
"BRHO",0.75,247,6.27402352694384
"BRHO",0.75,751,6.31444928971643
"BRHO",0.75,219,6.68743978441721
"BRHO",0.75,135,6.87249311838666
"BRHO",0.75,111,6.20426331249249
"BRHO",0.75,532,6.28902664527929
"BRHO",0.75,2425,6.08652900745735
"BRHO",0.75,408,6.24119419989792
"BRHO",0.75,3123,5.95624467164003
"BRHO",0.75,1589,6.24705798431017
"BRHO",0.75,912,6.30168695105849
"BRHO",0.75,2515,6.45955934065869
"BRHO",0.75,3428,5.97914745475486
"BRHO",0.75,2178,6.44427093508533
"BRHO",0.75,3887,6.11636614060713
"BRHO",0.75,3137,6.33326775082485
"BRHO",0.75,1836,6.68800624297132
"BRHO",0.75,359,6.7209624466226
"BRHO",0.75,2153,6.47577558912737
"BRHO",0.75,1148,6.46084551108359
"BRHO",0.75,2042,6.42551965374041
"BRHO",0.75,1101,6.1627808767368
"BRHO",0.75,1242,6.63163212979426
"BRHO",0.75,3682,6.27088402271913
"BRHO",1,1422,6.94790219591393
"BRHO",1,1017,7.01483732729483
"BRHO",1,3908,6.81130475152745
"BRHO",1,679,7.01306650994481
"BRHO",1,2177,6.65837040511733
"BRHO",1,930,7.20022124386508
"BRHO",1,1533,7.09761562129361
"BRHO",1,471,6.74277781415459
"BRHO",1,2347,6.98802312314269
"BRHO",1,270,7.10905698669092
"BRHO",1,1211,7.14539508199405
"BRHO",1,3379,6.72083807927824
"BRHO",1,597,7.2933930440173
"BRHO",1,1301,7.07400954478913
"BRHO",1,3946,6.93065452820005
"BRHO",1,1974,7.1625453715001
"BRHO",1,3566,7.13337052475542
"BRHO",1,330,7.60990563812788
"BRHO",1,1799,6.72293688031047
"BRHO",1,3913,6.77380808890949
"BRHO",1,1615,7.17814035441588
"BRHO",1,1749,7.85082090039438
"BRHO",1,37,7.23173866053615
"BRHO",1,1129,6.29350887456391
"BRHO",1,729,7.83498284980473
"BRHO",1,878,6.78631213956595
"BRHO",1,485,6.96422482450754
"BRHO",1,3749,6.83354455257961
"BRHO",1,1826,6.71282462982142
"BRHO",1,2922,6.8514882814635
"BRHO",1,2430,7.03654131425102
"BRHO",1,3673,6.68877671749496
"BRHO",1,975,6.51252270486575
"BRHO",1,2849,7.0862743398176
"BRHO",1,2900,6.81392153474252
"BRHO",1,2979,6.90738205421516
"BRHO",1,2374,6.89994174681345
"BRHO",1,2378,7.01085117420354
"BRHO",1,554,7.08731141132401
"BRHO",1,1446,7.07286672066835
"BRHO",1,2159,6.68654243246705
"BRHO",1,3476,6.24555585684961
"BRHO",1,1948,6.79489146956835
"BRHO",1,2580,7.07204089211926
"BRHO",1,1530,6.56996534385205
"BRHO",1,2604,7.20885299618442
"BRHO",1,2937,6.54709057566518
"BRHO",1,343,6.94285562476385
"BRHO",1,2630,6.85339365012164
"BRHO",1,3193,6.83765000884961
"BRHO",1,40,6.60866208005072
"BRHO",1,3756,7.15694078730538
"BRHO",1,537,6.89368262030811
"BRHO",1,2423,6.90090235830225
"BRHO",1,248,6.84266258325322
"BRHO",1,1222,6.53459908960802
"BRHO",1,2426,6.84063166204856
"BRHO",1,2087,6.84648278807657
"BRHO",1,2483,6.81954873667312
"BRHO",1,2858,7.30839257711868
"BRHO",1,1414,6.88085644567159
"BRHO",1,1304,7.25127807812967
"BRHO",1,1696,6.6672681055037
"BRHO",1,526,6.90089353102522
"BRHO",1,2690,6.70373600111407
"BRHO",1,1069,7.3986922774146
"BRHO",1,1426,7.25249407449406
"BRHO",1,22,6.8975006479239
"BRHO",1,1742,6.30911515859597
"BRHO",1,1766,6.97402144485444
"BRHO",1,2241,7.10482892357039
"BRHO",1,1395,6.78913310803938
"BRHO",1,2547,6.85823409878673
"BRHO",1,1128,7.61969987379271
"BRHO",1,3398,8.14081708822859
"BRHO",1,983,6.88878851009427
"BRHO",1,1791,6.9394815933354
"BRHO",1,1516,6.99061916929815
"BRHO",1,3910,6.82619069225777
"BRHO",1,1640,7.06002558581284
"BRHO",1,1639,6.7221020466917
"BRHO",1,843,6.39863071051182
"BRHO",1,465,7.01947356757034
"BRHO",1,996,6.49304057241591
"BRHO",1,1549,7.13875495048836
"BRHO",1,3880,7.0027259084476
"BRHO",1,3801,7.35422430205608
"BRHO",1,1200,6.90192069308362
"BRHO",1,3417,7.26613061769877
"BRHO",1,3863,6.78678763433518
"BRHO",1,1134,6.86351017832996
"BRHO",1,84,6.83631186147256
"BRHO",1,1895,6.99307137319044
"BRHO",1,3101,7.06377112295553
"BRHO",1,1165,7.3338842058851
"BRHO",1,2300,7.14493460581053
"BRHO",1,2781,6.77156949421978
"BRHO",1,3958,7.05853230132343
"BRHO",1,2668,6.62709235514771
"BRHO",1,1328,6.89759090282707
"BRHO",1,3617,6.55736095461487
"BRHO",1,557,6.54903127576526
"BRHO",1,1685,7.01691258338233
"BRHO",1,287,7.57512848053783
"BRHO",1,2662,6.48204285411867
"BRHO",1,3217,6.9106252509531
"BRHO",1,2377,6.87794265216802
"BRHO",1,2535,6.80271139402694
"BRHO",1,2903,7.24712791695171
"BRHO",1,2899,6.88016475104139
"BRHO",1,3702,6.84353133556099
"BRHO",1,1522,7.00101215995493
"BRHO",1,858,6.94266096991774
"BRHO",1,1840,6.65241083675858
"BRHO",1,2667,6.9361047409939
"BRHO",1,576,6.98817522560093
"BRHO",1,990,7.38487693539488
"BRHO",1,3562,6.93539075317088
"BRHO",1,3808,7.40580272078228
"BRHO",1,3071,6.68177533703931
"BRHO",1,3175,6.50679614930815
"BRHO",1,316,6.59092430048769
"BRHO",1,1075,6.88455482770364
"BRHO",1,733,6.79187045170907
"BRHO",1,1314,7.00905119162521
"BRHO",1,2698,6.89664049226051
"BRHO",1,3996,6.84271027406347
"BRHO",1,811,7.20817077237904
"BRHO",1,955,6.27192684856591
"BRHO",1,2330,7.06802951981633
"BRHO",1,1167,7.32355252240043
"BRHO",1,3514,7.18030810349285
"BRHO",1,2333,6.51430142078295
"BRHO",1,1706,7.16733361615227
"BRHO",1,3120,7.56347973843126
"BRHO",1,501,6.71801142861154
"BRHO",1,3788,6.92175039382519
"BRHO",1,2559,7.76485187582243
"BRHO",1,3367,6.90512925928787
"BRHO",1,536,6.84973992295212
"BRHO",1,2741,7.04667708342798
"BRHO",1,988,6.45591393869688
"BRHO",1,3286,6.74257729862416
"BRHO",1,2785,7.03544925116041
"BRHO",1,3411,6.88647221056274
"BRHO",1,3418,6.33133950722935
"BRHO",1,3747,6.97269329381055
"BRHO",1,1067,6.8495191015641
"BRHO",1,1025,6.93305275007702
"BRHO",1,29,6.68423849561872
"BRHO",1,3662,7.23048051789765
"BRHO",1,1942,7.65035446157794
"BRHO",1,838,6.7271251565331
"BRHO",1,1820,6.91308526760914
"BRHO",1,1652,7.51557015528124
"BRHO",1,2281,7.07530117725715
"BRHO",1,1317,6.94280982999444
"BRHO",1,573,6.53041918665169
"BRHO",1,1966,7.44932482382675
"BRHO",1,369,7.25193099059205
"BRHO",1,2499,7.52866786941363
"BRHO",1,86,7.13230279793748
"BRHO",1,1507,6.7561903398159
"BRHO",1,2375,7.0449093672117
"BRHO",1,1646,6.93816024364876
"BRHO",1,355,7.09481219558956
"BRHO",1,1843,7.58524439151971
"BRHO",1,2860,6.54207306355721
"BRHO",1,1073,6.60814831134239
"BRHO",1,361,6.7089248206906
"BRHO",1,1340,7.10716750415032
"BRHO",1,1266,6.97930127464584
"BRHO",1,3512,6.60156027060672
"BRHO",1,2806,6.43872015829098
"BRHO",1,1841,6.19175412469396
"BRHO",1,2866,6.76265340374993
"BRHO",1,247,6.94513454907151
"BRHO",1,751,7.11542349413719
"BRHO",1,219,6.95988000087462
"BRHO",1,135,7.42271408089027
"BRHO",1,111,6.79126900401579
"BRHO",1,532,6.96118218057777
"BRHO",1,2425,6.92259994270558
"BRHO",1,408,6.94128513344103
"BRHO",1,3123,6.69813059809894
"BRHO",1,1589,6.47386654577012
"BRHO",1,912,6.76400406971392
"BRHO",1,2515,7.12235091928157
"BRHO",1,3428,7.09274572687767
"BRHO",1,2178,7.09144663240024
"BRHO",1,3887,7.32395806103382
"BRHO",1,3137,6.40677420618028
"BRHO",1,1836,6.93402498970647
"BRHO",1,359,6.74764499295917
"BRHO",1,2153,6.88298325330078
"BRHO",1,1148,7.18514094496806
"BRHO",1,2042,6.8597736901056
"BRHO",1,1101,7.01711024686153
"BRHO",1,1242,6.84796540456968
"BRHO",1,3682,7.44320483333621
