Slide_ID,Data_point,root1,root1_y,root1_x,root2,root2_y,root2_x,root3,root3_y,root3_x,root4,root4_y,root4_x,root5,root5_y,root5_x,root6,root6_y,root6_x,root7,root7_y,root7_x,root8,root8_y,root8_x,root9,root9_y,root9_x,root10,root10_y,root10_x,Notes
94 B,1,0,93,46,0,97,42,0,98,42.5,0,99,40,0,100,40,0,94,35,0,97,32,,,,,,,,,,Note: Placed 7 roots on this slide/error
94 B,2,0,94,46,0,98,42,0,99,43,0,100,39.5,1,101,39.5,0,95,35,0,98,33,,,,,,,,,,
94 B,3,0,95,46,0,99,43.5,0,100,42.5,0,101,40,1,102,39,0,96,35,0,99,33,,,,,,,,,,
94 B,4,0,96,46,1,100,43.5,0,101,42,1,102,40,1,103,38,0,97,35,0,100,33,,,,,,,,,,
94 B,5,1,97,46,1,101,43.5,0,102,42,1,103,39,0,104,38,0,98,35,0,101,34.5,,,,,,,,,,
94 B,6,0,98,46,1,102,43.5,0,103,42,0,104,38,0,105,38,0,99,35,0,102,33.5,,,,,,,,,,
94 B,7,0,99,46,0,103,42,0,104,42,0,105,38,0,106,38,0,100,35,0,103,33,,,,,,,,,,
94 B,8,0,100,46.5,0,104,42,0,105,41.5,0,106,39,0,107,38,1,101,35,0,104,32.5,,,,,,,,,,
94 B,9,1,101,47,0,105,41.5,0,106,41.5,0,107,38,0,108,38,0,102,35.5,1,105,32,,,,,,,,,,
94 B,10,1,102,47,0,106,41.5,0,107,41,1,108,38,1,109,38,,103,35.5,0,106,31,,,,,,,,,,
94 B,11,1,103,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,accidentally did 11 points; SPORES FOUND!!!!
244 B,1,0,97,53,0,97,50,0,99,50,0,96,49.5,0,99,45.5,1,99,44,1,101,44,1,96,42,0,97,38,0,99,37,Sparkly thing found during quantification of root 3. Could be mineral but it is rainbow colors and glitters.
244 B,2,0,98,53,0,98,50,0,100,50,1,97,50,0,100,45,1,100,44,1,102,44,0,97,42,0,98,38,0,100,37,I did a root 2x but idk which; noticed at root 6 that you had already sampled 7 roots; will eventually probably need to re-do this sample in the fall
244 B,3,0,99,53,0,99,50,0,101,50,0,98,50,0,101,45,1,101,44,0,103,44,0,98,41.5,0,99,38,0,101,37.5,
244 B,4,0,100,53,1,100,50,0,102,50,1,99,50,0,102,45,1,102,44,1,104,44,0,99,42,0,100,38.5,0,102,37.5,
244 B,5,1,101,53.5,1 ALOT,101,50,0,103,50,1,100,50,0,103,45,0,103,44,0,105,43.5,0,100,42,0,101,39,0,103,37.5,
244 B,6,0,102,54.5,1,102,50,0,104,50,1,101,50,0,104,44.5,0,104,43.5,1,106,43.5,0,101,41.5,0,102,39.5,0,104,37,
244 B,7,0,103,55,0,103,50,0,105,50,0,102,50,0,105,44.5,0,105,43,1,107,43.5,0,102,41,0,103,40,0,105,36,
244 B,8,0,104,55,0,104,50.5,0,106,50,0,103,50.5,0,106,44.5,1,106,43.5,1,108,44,0,103,41,0,104,40,0,106,36,
244 B,9,0,105,55,0,105,50.5,0,107,50,0,104,50.5,0,107,44,1,107,43.5,1,109,44,0,104,40.5,0,105,40,0,107,36,
244 B,10,0,106,55,0,106,51,0,108,50,0,105,50.5,0,108,44.5,1,108,43.5,1,110,44,0,105,40.5,0,106,40,0,108,36,
96 B,1,0,96,56,0,98,52.5,0,99,51,0,100,49,0,95,45.5,0,95,44,0,97,41,0,96,38.5,0,100,36.5,0,95,34,
96 B,2,0,97,56,0,99,52,0,100,51,0,101,48,0,96,45,0,96,44,0,98,41,0,97,39,0,101,36.5,0,96,34,
96 B,3,0,98,58,0,100,52,0,101,51,0,102,48,0,97,44.5,0,97,44,0,99,41,0,98,39,0,102,36,0,97,34,
96 B,4,0,99,57.5,0,101,52,0,102,50.5,0,103,47.5,0,98,44.5,0,98,43.5,0,100,41,0,99,38.5,0,103,36,0,98,34,
96 B,5,0,100,57.5,0,102,52,0,103,50,0,104,47.5,0,99,44,0,99,43,0,101,40.5,0,100,38,0,104,36,0,99,33.5,
96 B,6,0,101,57.5,0,103,52,0,104,50,0,105,47.5,0,100,44,0,100,43,0,102,40.5,0,101,37.5,0,105,36,0,100,33,
96 B,7,0,102,57.5,0,104,52,0,105,50,0,106,47,0,101,44,0,101,43,0,103,40.5,0,102,37,0,106,36,0,101,33,
96 B,8,0,103,56.5,0,105,52.5,0,106,50,0,107,47,0,102,44.5,0,102,43,0,104,40,0,103,37,0,107,36,1,102,33,
96 B,9,0,104,56.5,0,106,52.5,0,107,50.5,0,108,48,0,103,44.5,0,103,43,0,105,40,0,104,37.5,0,108,36,0,103,33.5,
96 B,10,0,105,56.5,0,107,53,0,108,51,0,109,47.5,0,104,44.5,0,104,42.5,0,106,40,0,105,37.5,0,109,36,0,104,33,
24 B,1,0,96,52,0,95,50,,,,,,,,,,,,,,,,,,,,,,,,,
24 B,2,0,97,52,0,96,49.5,,,,,,,,,,,,,,,,,,,,,,,,,
24 B,3,0,98,52,0,97,49.5,,,,,,,,,,,,,,,,,,,,,,,,,
24 B,4,0,99,52,0,98,49.5,,,,,,,,,,,,,,,,,,,,,,,,,
24 B,5,0,100,52,0,99,50,,,,,,,,,,,,,,,,,,,,,,,,,
24 B,6,0,101,52,,100,,,,,,,,,,,,,,,,,,,,,,,,,,
24 B,7,0,102,52,,101,,,,,,,,,,,,,,,,,,,,,,,,,,
24 B,8,0,103,52.5,,102,,,,,,,,,,,,,,,,,,,,,,,,,,
24 B,9,0,104,52.5,,103,,,,,,,,,,,,,,,,,,,,,,,,,,
24 B,10,0,105,53,,104,,,,,,,,,,,,,,,,,,,,,,,,,,
154,1,0,97,55.5,0,97,53,1,97,50,0,94,47.5,0,95,45,0,96,42.5,0,95,39.5,0,95,37,0,95,34,0,95,31,
154,2,0,98,55.5,0,98,53,1,98,50,1,95,47.5,0,96,44.5,1,97,42.5,0,96,38.5,0,96,37,0,96,33,1,96,30.5,
154,3,1,99,56,0,99,53,0,99,50,0,96,47.5,0,97,44,1,98,42,0,97,38,0,97,37,0,97,33,0,97,30.5,
154,4,1,100,56,0,100,53,1,100,50,0,97,47.5,0,98,44,0,99,42,0,98,37.5,0,98,37,0,98,32.5,1,98,30.5,
154,5,0,101,57,0,101,53.5,1,101,50,0,98,47,0,99,43.5,0,100,42,0,99,37.5,1,99,37,0,99,32.5,0,99,31,
154,6,0,102,57.5,1,102,54,1,102,50,0,99,47,0,100,43.5,0,101,42,0,100,37,0,100,36,0,100,32,1,100,31,
154,7,0,103,58,1,103,54,0,103,49,0,100,46,0,101,44,0,102,42,0,101,38,0,101,36,0,101,32,0,101,31,
154,8,0,104,58,1,104,54.5,1,104,49,0,101,45.5,0,102,44,0,103,41.5,0,102,38,1,102,36,1,102,32,0,102,31,
154,9,1,105,58,0,105,55,0,105,48,0,102,45,0,103,44,0,104,42,0,103,38,0,103,36,0,103,32,1,103,30.5,
154,10,1,106,58,0,106,55,0,106,48,0,103,45,0,104,43,0,105,41.5,0,104,38.5,0,104,36,1,104,32.5,0,104,30,
271,1,1,93,53,0,96,46,1,94,44.5,0,94,43,0,95,39,1,96,37,1,99,37.5,0,100,31,1,100,30,1,98,31.5,
271,2,1,94,53,0,97,46,0,95,45,0,95,42.5,0,96,39.5,1,97,37,0,100,37.5,1,101,31,1,101,29.5,1,99,31,
271,3,1,95,53,0,98,46,1,96,45,0,96,43,0,97,40,0,98,37,0,101,37.5,0,102,31,1,102,29,1,100,31,
271,4,1,96,54,0,99,46,1,97,45,1,97,43,0,98,40,0,99,37,0,102,38,1,103,31,1,103,29,0,101,31,
271,5,1,97,52,0,100,46,1,98,45.5,0,98,43.5,0,99,42,0,100,37,0,103,37.5,0,104,31.5,1,104,29,0,102,31,
271,6,0,98,51.5,0,101,47,1,99,46,1,99,42.5,0,100,42,1,101,37,0,104,38,0,105,32,1,105,29,0,103,27.5,
271,7,1,99,51,0,102,47,0,100,46,0,100,43,0,101,42,0,102,37,0,105,38,1,106,32,0,106,29.5,0,104,27.5,
271,8,1,100,50.5,0,103,48,1,101,46,0,101,43,0,102,42,0,103,38,1,106,38,1,107,32,1,107,30,0,105,27.5,
271,9,0,101,50.5,1,104,49,0,102,46,1,102,43,1,103,42,0,104,38,0,107,39,1,108,32,0,108,30,0,106,27.5,
271,10,1,102,51,1,105,49,0,103,47,0,103,43.5,1,104,42,0,105,39,0,108,39,1,109,32.5,1,109,31,1,107,28,
274,1,1,95,53,0,100,51,0,95,48,1,95,46,0,97,44,1,100,43,0,96,42.5,1,100,37,0,97,35.5,0,96,35.5,
274,2,1,96,53.5,0,101,51,1,96,48,1,96,45,1,98,44,0,101,42.5,1,97,41.5,1,101,37,1,98,35,0,97,35,
274,3,1,97,53.5,0,102,51,0,97,48,0,97,44.5,1,99,43,1,102,42.5,0,98,40.5,0,102,37,0,99,35,0,98,35,
274,4,1,98,54,0,103,50.5,0,98,48,0,98,44,1,100,42.5,1,103,42.5,1,99,40.5,0,103,37,0,100,35.5,0,99,35,
274,5,1,99,54,1,104,50.5,0,99,47.5,0,99,44,0,101,42.5,1,104,42.5,0,100,40.5,0,104,38,0,101,35,0,100,35,
274,6,1,100,54,1,105,50,0,100,47.5,0,100,44,1,102,42.5,0,105,42,1,101,40,0,105,37.5,1,102,35,1,101,35,
274,7,1,101,54,0,106,50,0,101,47,0,101,44,1,103,42.5,1,106,42,0,102,39.5,1,106,38,0,103,35,0,102,35,
274,8,0,102,54,0,107,49,0,102,46.5,0,102,44,1,104,42,0,107,42.5,0,103,39.5,0,107,37,0,104,35,0,103,35,
274,9,0,103,54,0,108,49,0,103,48.5,0,103,44,0,105,44.5,0,108,42.5,0,104,39.5,0,108,38,0,105,35,0,104,35,
274,10,1,105,54,0,109,49.5,1,104,48.5,0,104,44,0,106,45,0,109,43,0,105,39.5,0,109,38,0,106,35,0,105,35,
214,1,0,98,56,0,98,51.5,0,97,47,0,97,54,0,100,39.5,0,95,39,0,95,37,0,94,35,0,94,33,0,93,30.5,
214,2,1,99,54.5,0,99,51,0,98,47,0,98,54,0,101,39,0,96,39,0,96,37,0,95,35,0,95,33,0,94,31,
214,3,0,100,54,0,100,50.5,0,99,47,0,99,53.5,0,102,38.5,0,97,39,0,97,37.5,0,96,35,0,96,33,0,95,31,
214,4,0,101,53.5,0,101,50,0,100,47.5,0,100,54,0,103,39,0,98,38.5,0,98,37.5,0,97,35,0,97,33,0,96,31,
214,5,0,102,53,0,102,50.5,0,101,47.5,0,101,54.5,0,104,39,0,99,38,0,99,37.5,0,98,35,0,98,33.5,0,97,31,
214,6,0,103,53.5,0,103,50.5,0,102,47.5,0,102,54.5,0,105,39,0,100,38,0,100,38,0,99,35,0,99,33,0,98,31,
214,7,0,104,54,0,104,50.5,0,103,47,0,103,54,0,106,39.5,0,101,38,0,101,38.5,0,100,35,0,100,33.5,0,99,31,
214,8,0,105,54,0,105,50.5,0,104,47,0,104,54,0,107,40,0,102,38.5,0,102,38.5,1,101,35,0,101,33.5,1,100,30.5,
214,9,0,106,54,0,106,50.5,0,105,47,0,105,54,0,108,40,0,103,38.5,0,103,38.5,0,102,35,0,102,33.5,0,101,30.5,
214,10,0,107,54.5,0,107,50.5,0,106,47,0,106,54,0,109,40,0,104,39,0,104,38.5,0,103,35,0,103,34.5,0,102,30.5,
151 B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151 B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151 B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151 B,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151 B,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151 B,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151 B,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151 B,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151 B,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151 B,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,